example_id,query,action,crime_type,area,time_window,language
AG-09354,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Narcotics,RT Nagar,last_month,kn
AG-02073,Which high-risk areas near Basavanagudi have Land Disputes this year?,show_hotspots,Land Disputes,Basavanagudi,this_year,en
AG-07278,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ ಸಮೀಪದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಪರಿಶೀಲಿಸಿ,investigate_network,Land Disputes,HSR Layout,all,kn
AG-09635,Which repeat offenders connect Property Theft cases in Basavanagudi ?,investigate_network,Property Theft,Basavanagudi,all,en
AG-06246,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಈ ವರ್ಷ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Child Offences,RT Nagar,this_year,kn
AG-02164,ಬಿಟಿಎಂ ಲೇಔಟ್ ಸಮೀಪ ಇಂದು ವಾಹನ ಕಳ್ಳತನ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Vehicle Theft,BTM Layout,today,kn
AG-02219,Investigate connected suspects in Unlawful Assembly cases near Marathahalli this year,investigate_network,Unlawful Assembly,Marathahalli,this_year,en
AG-02063,Investigate connected suspects in Child Offences cases near Whitefield today,investigate_network,Child Offences,Whitefield,today,en
AG-05985,Analyze hotspot evidence for Eve Teasing at MG Road,show_hotspots,Eve Teasing,MG Road,all,en
AG-08446,ಮಲ್ಲೇಶ್ವರಂದಲ್ಲಿ ಇಂದು ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Robbery & Dacoity,Malleshwaram,today,kn
AG-03804,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಆಸ್ತಿ ಕಳ್ಳತನ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Property Theft,KR Market,last_30_days,kn
AG-07075,How many Assault & Violence incidents occurred at RT Nagar this year?,search_cases,Assault & Violence,RT Nagar,this_year,en
AG-07495,Show Property Theft cases in Yeshwantpur this year,search_cases,Property Theft,Yeshwantpur,this_year,en
AG-01156,ಮಲ್ಲೇಶ್ವರಂ ಪ್ರದೇಶದ ವಾಹನ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Vehicle Theft,Malleshwaram,all,kn
AG-04173,Map danger zones for Assault & Violence in Rajajinagar this week,show_hotspots,Assault & Violence,Rajajinagar,this_week,en
AG-01465,Search reports about Communal Offences in Rajajinagar,search_cases,Communal Offences,Rajajinagar,all,en
AG-00524,ಆರ್‌ಟಿ ನಗರ ಸಮೀಪದ ಭೂ ವಿವಾದ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Land Disputes,RT Nagar,last_month,kn
AG-00961,Find FIR records for Domestic Violence near Yelahanka this year,search_cases,Domestic Violence,Yelahanka,this_year,en
AG-05101,Show Missing Persons cases in HSR Layout in the last 30 days,search_cases,Missing Persons,HSR Layout,last_30_days,en
AG-05017,Search reports about Robbery & Dacoity in Rajajinagar in the last 30 days,search_cases,Robbery & Dacoity,Rajajinagar,last_30_days,en
AG-09568,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಸಮೀಪ ಈ ವರ್ಷ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Domestic Violence,Silk Board,this_year,kn
AG-00887,Show the accused and FIR network for Child Offences at Silk Board this year,investigate_network,Child Offences,Silk Board,this_year,en
AG-02621,Find repeat accused links for Land Disputes in Whitefield in the last 30 days,investigate_network,Land Disputes,Whitefield,last_30_days,en
AG-05299,Find FIR records for Cyber Crime near Yeshwantpur in the last 30 days,search_cases,Cyber Crime,Yeshwantpur,last_30_days,en
AG-09870,ವೈಟ್‌ಫೀಲ್ಡ್ದಲ್ಲಿ ಸೈಬರ್ ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Cyber Crime,Whitefield,all,kn
AG-02978,ಹೆಬ್ಬಾಳದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ನಡೆದ ಕೊಲೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Murder,Hebbal,last_30_days,kn
AG-04312,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ಮಹಿಳಾ ಕಿರುಕುಳ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಈ ವಾರ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Eve Teasing,Koramangala,this_week,kn
AG-01934,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ನಡೆದ ಕೊಲೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Murder,BTM Layout,all,kn
AG-09280,ಕೋರಮಂಗಲ ಸುತ್ತಮುತ್ತ ಈ ವಾರ ಸೈಬರ್ ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Cyber Crime,Koramangala,this_week,kn
AG-04062,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆದಲ್ಲಿ ಈ ವರ್ಷ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Child Offences,Bannerghatta Road,this_year,kn
AG-04882,ಯಲಹಂಕ ಸಮೀಪ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Assault & Violence,Yelahanka,last_30_days,kn
AG-00423,Which high-risk areas near Yelahanka have Missing Persons today?,show_hotspots,Missing Persons,Yelahanka,today,en
AG-00501,Analyze hotspot evidence for Narcotics at Whitefield in the last 30 days,show_hotspots,Narcotics,Whitefield,last_30_days,en
AG-00776,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಸಮೀಪದ ಭೂ ವಿವಾದ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Land Disputes,Electronic City,today,kn
AG-00864,ಕೋರಮಂಗಲ ಸಮೀಪದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ ತಿಂಗಳು ಪರಿಶೀಲಿಸಿ,investigate_network,Domestic Violence,Koramangala,last_month,kn
AG-07414,ಯಲಹಂಕ ಸಮೀಪ ಸೈಬರ್ ಅಪರಾಧ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Cyber Crime,Yelahanka,all,kn
AG-06188,ಮೈಸೂರು ರಸ್ತೆದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಆಸ್ತಿ ಕಳ್ಳತನ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Property Theft,Mysuru Road,last_month,kn
AG-05032,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಈ ವರ್ಷ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Land Disputes,Silk Board,this_year,kn
AG-02998,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಈ ವಾರ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Child Offences,Silk Board,this_week,kn
AG-03401,Investigate connected suspects in Murder cases near Yeshwantpur this year,investigate_network,Murder,Yeshwantpur,this_year,en
AG-00743,Find repeat accused links for Land Disputes in Bannerghatta Road this year,investigate_network,Land Disputes,Bannerghatta Road,this_year,en
AG-02201,Find repeat accused links for Domestic Violence in Rajajinagar in the last 30 days,investigate_network,Domestic Violence,Rajajinagar,last_30_days,en
AG-05825,Show the accused and FIR network for Eve Teasing at BTM Layout this week,investigate_network,Eve Teasing,BTM Layout,this_week,en
AG-04390,ಮೈಸೂರು ರಸ್ತೆ ಸುತ್ತಮುತ್ತ ಸೈಬರ್ ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Cyber Crime,Mysuru Road,all,kn
AG-01050,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಸಮೀಪದ ಸೈಬರ್ ಅಪರಾಧ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಇಂದು ಪರಿಶೀಲಿಸಿ,investigate_network,Cyber Crime,KR Market,today,kn
AG-01399,How many Domestic Violence incidents occurred at Jayanagar ?,search_cases,Domestic Violence,Jayanagar,all,en
AG-00811,Show Land Disputes cases in RT Nagar,search_cases,Land Disputes,RT Nagar,all,en
AG-01592,ಎಂಜಿ ರಸ್ತೆ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ವರದಿಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Robbery & Dacoity,MG Road,last_30_days,kn
AG-03451,Show Unlawful Assembly cases in KR Market,search_cases,Unlawful Assembly,KR Market,all,en
AG-02046,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಈ ವರ್ಷ ಕೋಮು ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Communal Offences,Marathahalli,this_year,kn
AG-03006,ಯಲಹಂಕ ಸಮೀಪದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ ತಿಂಗಳು ಪರಿಶೀಲಿಸಿ,investigate_network,Robbery & Dacoity,Yelahanka,last_month,kn
AG-08414,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಎಷ್ಟು ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Child Offences,KR Market,last_30_days,kn
AG-01339,Find FIR records for Assault & Violence near Bannerghatta Road last month,search_cases,Assault & Violence,Bannerghatta Road,last_month,en
AG-01559,Show the accused and FIR network for Property Theft at Indiranagar,investigate_network,Property Theft,Indiranagar,all,en
AG-04167,Analyze hotspot evidence for Cyber Crime at BTM Layout last month,show_hotspots,Cyber Crime,BTM Layout,last_month,en
AG-07956,ಬಿಟಿಎಂ ಲೇಔಟ್ ಸಮೀಪದ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಪರಿಶೀಲಿಸಿ,investigate_network,Missing Persons,BTM Layout,last_30_days,kn
AG-05889,Which high-risk areas near Mysuru Road have Vehicle Theft last month?,show_hotspots,Vehicle Theft,Mysuru Road,last_month,en
AG-06071,Which repeat offenders connect Eve Teasing cases in KR Market this year?,investigate_network,Eve Teasing,KR Market,this_year,en
AG-03195,Which high-risk areas near Silk Board have Land Disputes this year?,show_hotspots,Land Disputes,Silk Board,this_year,en
AG-06499,Find FIR records for Domestic Violence near HSR Layout this week,search_cases,Domestic Violence,HSR Layout,this_week,en
AG-01326,ಜಯನಗರದಲ್ಲಿ ಈ ವರ್ಷ ಕೋಮು ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Communal Offences,Jayanagar,this_year,kn
AG-07753,How many Communal Offences incidents occurred at HSR Layout today?,search_cases,Communal Offences,HSR Layout,today,en
AG-02829,Which high-risk areas near Indiranagar have Land Disputes today?,show_hotspots,Land Disputes,Indiranagar,today,en
AG-03911,Show the accused and FIR network for Murder at Koramangala this week,investigate_network,Murder,Koramangala,this_week,en
AG-06056,ಬಸವನಗುಡಿ ಪ್ರದೇಶದ ಸೈಬರ್ ಅಪರಾಧ ವರದಿಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Cyber Crime,Basavanagudi,today,kn
AG-06226,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ ಸುತ್ತಮುತ್ತ ಕೋಮು ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Communal Offences,HSR Layout,all,kn
AG-04035,Which high-risk areas near BTM Layout have Communal Offences last month?,show_hotspots,Communal Offences,BTM Layout,last_month,en
AG-03590,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಸಮೀಪದ ಕೊಲೆ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Murder,KR Market,today,kn
AG-04426,ವೈಟ್‌ಫೀಲ್ಡ್ ಸಮೀಪ ಕಳೆದ ತಿಂಗಳು ಆಸ್ತಿ ಕಳ್ಳತನ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Property Theft,Whitefield,last_month,kn
AG-08213,Investigate connected suspects in Eve Teasing cases near Rajajinagar this week,investigate_network,Eve Teasing,Rajajinagar,this_week,en
AG-09260,ಕೋರಮಂಗಲದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ನಡೆದ ಸೈಬರ್ ಅಪರಾಧ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Cyber Crime,Koramangala,last_30_days,kn
AG-08624,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಪ್ರದೇಶದ ಕೊಲೆ ವರದಿಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Murder,Electronic City,last_30_days,kn
AG-02070,ಮಲ್ಲೇಶ್ವರಂ ಸಮೀಪದ ಕೋಮು ಅಪರಾಧ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವಾರ ಪರಿಶೀಲಿಸಿ,investigate_network,Communal Offences,Malleshwaram,this_week,kn
AG-01814,ಇಂದಿರಾನಗರದಲ್ಲಿ ಈ ವರ್ಷ ಎಷ್ಟು ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Child Offences,Indiranagar,this_year,kn
AG-02615,Find repeat accused links for Vehicle Theft in Whitefield today,investigate_network,Vehicle Theft,Whitefield,today,en
AG-07052,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Missing Persons,BTM Layout,last_month,kn
AG-05962,ಆರ್‌ಟಿ ನಗರ ಸುತ್ತಮುತ್ತ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Unlawful Assembly,RT Nagar,last_30_days,kn
AG-09721,Search reports about Narcotics in KR Market in the last 30 days,search_cases,Narcotics,KR Market,last_30_days,en
AG-08097,Analyze hotspot evidence for Fraud & Cheating at Whitefield this week,show_hotspots,Fraud & Cheating,Whitefield,this_week,en
AG-01746,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ದಲ್ಲಿ ಈ ವಾರ ಭೂ ವಿವಾದ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Land Disputes,KR Market,this_week,kn
AG-00555,Which high-risk areas near Yelahanka have Communal Offences this year?,show_hotspots,Communal Offences,Yelahanka,this_year,en
AG-06158,ಕೋರಮಂಗಲ ಸಮೀಪದ ಮಹಿಳಾ ಕಿರುಕುಳ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Eve Teasing,Koramangala,this_week,kn
AG-04767,Map danger zones for Child Offences in MG Road,show_hotspots,Child Offences,MG Road,all,en
AG-00599,Find repeat accused links for Domestic Violence in Yeshwantpur today,investigate_network,Domestic Violence,Yeshwantpur,today,en
AG-03500,ವೈಟ್‌ಫೀಲ್ಡ್ದಲ್ಲಿ ಈ ವಾರ ನಡೆದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Fraud & Cheating,Whitefield,this_week,kn
AG-05437,Find FIR records for Robbery & Dacoity near Jayanagar in the last 30 days,search_cases,Robbery & Dacoity,Jayanagar,last_30_days,en
AG-01338,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Robbery & Dacoity,Koramangala,last_month,kn
AG-00499,Show Eve Teasing cases in Whitefield this week,search_cases,Eve Teasing,Whitefield,this_week,en
AG-09195,Analyze hotspot evidence for Unlawful Assembly at Electronic City last month,show_hotspots,Unlawful Assembly,Electronic City,last_month,en
AG-04380,ವೈಟ್‌ಫೀಲ್ಡ್ ಸಮೀಪದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಇಂದು ಪರಿಶೀಲಿಸಿ,investigate_network,Domestic Violence,Whitefield,today,kn
AG-07738,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಕೊಲೆ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Murder,Electronic City,all,kn
AG-07084,ಆರ್‌ಟಿ ನಗರದಲ್ಲಿ ಈ ವರ್ಷ ಮಹಿಳಾ ಕಿರುಕುಳ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Eve Teasing,RT Nagar,this_year,kn
AG-09632,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ವರದಿಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Communal Offences,HSR Layout,this_week,kn
AG-03581,Which repeat offenders connect Narcotics cases in Yeshwantpur in the last 30 days?,investigate_network,Narcotics,Yeshwantpur,last_30_days,en
AG-06379,How many Narcotics incidents occurred at Mysuru Road today?,search_cases,Narcotics,Mysuru Road,today,en
AG-07766,ಬಸವನಗುಡಿ ಸಮೀಪದ ಕೊಲೆ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಈ ವರ್ಷ ಹುಡುಕಿ,search_cases,Murder,Basavanagudi,this_year,kn
AG-02214,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Narcotics,Silk Board,last_30_days,kn
AG-07815,Show Property Theft hotspots around Koramangala last month,show_hotspots,Property Theft,Koramangala,last_month,en
AG-07683,Which high-risk areas near Yeshwantpur have Property Theft in the last 30 days?,show_hotspots,Property Theft,Yeshwantpur,last_30_days,en
AG-09185,Show the accused and FIR network for Eve Teasing at Electronic City this year,investigate_network,Eve Teasing,Electronic City,this_year,en
AG-00636,ಬಿಟಿಎಂ ಲೇಔಟ್ ಪ್ರದೇಶದ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Assault & Violence,BTM Layout,today,kn
AG-00277,Find FIR records for Fraud & Cheating near Whitefield last month,search_cases,Fraud & Cheating,Whitefield,last_month,en
AG-03539,Which repeat offenders connect Domestic Violence cases in Yelahanka last month?,investigate_network,Domestic Violence,Yelahanka,last_month,en
AG-04938,ಎಂಜಿ ರಸ್ತೆ ಪ್ರದೇಶದ ಆಸ್ತಿ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Property Theft,MG Road,last_30_days,kn
AG-05163,Which high-risk areas near Hebbal have Child Offences last month?,show_hotspots,Child Offences,Hebbal,last_month,en
AG-04576,ರಾಜಾಜಿನಗರದಲ್ಲಿ ಈ ವಾರ ವಾಹನ ಕಳ್ಳತನ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Vehicle Theft,Rajajinagar,this_week,kn
